Customer ID,Age,Gender,Item Purchased,Category,Purchase Amount (USD),Location,Size,Color,Season,Review Rating,Subscription Status,Shipping Type,Discount Applied,Promo Code Used,Previous Purchases,Payment Method,Frequency of Purchases,Discount_Dependency,Discount_Risk_Profile,eCLV,Engagement_Score
1153,62,1,Handbag,Accessories,49,Connecticut,M,Gold,Fall,4.0,0,Standard,1,1,8,PayPal,4,2,High Risk (Bargain Hunter),245,-1
1154,27,1,Shirt,Clothing,41,Idaho,M,Pink,Summer,4.0,0,Free Shipping,1,1,6,Bank Transfer,4,2,High Risk (Bargain Hunter),205,-1
1155,49,1,Dress,Clothing,82,Georgia,L,Cyan,Spring,2.9,0,2-Day Shipping,1,1,44,Credit Card,2,2,Heavy Discounter,246,2
1156,67,1,T-shirt,Clothing,53,Tennessee,S,Red,Fall,2.6,0,Express,1,1,47,PayPal,4,2,High Risk (Bargain Hunter),265,0
1157,20,1,Shoes,Footwear,21,Hawaii,M,Gold,Summer,4.8,0,Express,1,1,6,Venmo,4,2,High Risk (Bargain Hunter),105,-1
1158,37,1,Belt,Accessories,66,Maryland,M,Charcoal,Fall,4.4,0,Standard,1,1,11,Cash,4,2,Heavy Discounter,330,-1
1159,69,1,Belt,Accessories,89,Nevada,L,Orange,Summer,4.0,0,2-Day Shipping,1,1,41,Bank Transfer,5,2,Heavy Discounter,534,2
1160,66,1,Handbag,Accessories,55,New Hampshire,L,Blue,Fall,3.6,0,2-Day Shipping,1,1,46,Venmo,4,2,High Risk (Bargain Hunter),275,0
1161,37,1,Scarf,Accessories,42,North Dakota,S,Blue,Summer,3.2,0,Next Day Air,1,1,9,Venmo,2,2,High Risk (Bargain Hunter),126,-1
1162,63,1,Shorts,Clothing,52,Oklahoma,S,Orange,Fall,3.1,0,2-Day Shipping,1,1,37,PayPal,3,2,High Risk (Bargain Hunter),208,0
1163,47,1,Sandals,Footwear,92,North Carolina,M,Blue,Winter,4.2,0,Express,1,1,13,PayPal,1,2,Heavy Discounter,184,1
1164,26,1,Pants,Clothing,56,Tennessee,L,White,Summer,3.0,0,2-Day Shipping,1,1,24,Debit Card,3,2,High Risk (Bargain Hunter),224,0
1165,68,1,Dress,Clothing,96,Montana,M,Green,Winter,4.2,0,Standard,1,1,47,PayPal,4,2,Heavy Discounter,480,2
1166,51,1,T-shirt,Clothing,64,Wisconsin,M,Silver,Winter,2.9,0,Next Day Air,1,1,21,Venmo,4,2,Heavy Discounter,320,0
1167,48,1,Dress,Clothing,48,Connecticut,S,Lavender,Winter,3.7,0,Store Pickup,1,1,22,Venmo,2,2,High Risk (Bargain Hunter),144,2
1168,60,1,Socks,Clothing,83,New Jersey,XL,Beige,Summer,3.6,0,Free Shipping,1,1,16,PayPal,4,2,Heavy Discounter,415,0
1169,68,1,Scarf,Accessories,91,Mississippi,L,Violet,Summer,3.6,0,Standard,1,1,37,Debit Card,2,2,Heavy Discounter,273,2
1170,25,1,Backpack,Accessories,94,Wyoming,S,Gray,Fall,4.5,0,2-Day Shipping,1,1,3,Cash,5,2,Heavy Discounter,564,-1
1171,57,1,Skirt,Clothing,62,Illinois,S,Red,Spring,3.2,0,Express,1,1,33,Cash,2,2,Heavy Discounter,186,2
1172,41,1,Socks,Clothing,55,Louisiana,M,Lavender,Spring,3.9,0,Next Day Air,1,1,15,Debit Card,5,2,High Risk (Bargain Hunter),330,-3
1173,59,1,Coat,Outerwear,68,Oregon,L,Peach,Spring,4.6,0,Store Pickup,1,1,42,Bank Transfer,2,2,Heavy Discounter,204,4
1174,44,1,Jewelry,Accessories,76,South Dakota,M,Indigo,Winter,2.5,0,Express,1,1,42,Cash,2,2,Heavy Discounter,228,2
1175,42,1,Backpack,Accessories,31,Michigan,M,Black,Winter,4.3,0,Express,1,1,19,Bank Transfer,2,2,High Risk (Bargain Hunter),93,4
1176,35,1,Belt,Accessories,81,New Jersey,M,Beige,Spring,4.1,0,Store Pickup,1,1,26,PayPal,4,2,Heavy Discounter,405,2
1177,36,1,Dress,Clothing,83,Oregon,M,Red,Winter,Unengaged,0,Free Shipping,1,1,39,PayPal,4,2,Heavy Discounter,415,0
1178,54,1,Skirt,Clothing,21,Iowa,M,Black,Spring,4.8,0,Standard,1,1,24,Debit Card,3,2,High Risk (Bargain Hunter),84,2
1179,37,1,Dress,Clothing,22,South Carolina,M,Teal,Spring,4.9,0,Express,1,1,23,Debit Card,5,2,High Risk (Bargain Hunter),132,2
1180,20,1,T-shirt,Clothing,33,Indiana,M,Blue,Summer,2.8,0,Free Shipping,1,1,44,Bank Transfer,5,2,High Risk (Bargain Hunter),198,0
1181,23,1,Skirt,Clothing,23,Oregon,S,Beige,Spring,4.9,0,Standard,1,1,34,Cash,3,2,High Risk (Bargain Hunter),92,2
1182,61,1,Shorts,Clothing,96,New York,L,Teal,Summer,3.5,0,Free Shipping,1,1,43,Bank Transfer,4,2,Heavy Discounter,480,0
1183,37,1,Jewelry,Accessories,21,New Mexico,M,Maroon,Spring,3.8,0,Express,1,1,45,PayPal,4,2,High Risk (Bargain Hunter),105,0
1184,23,1,Pants,Clothing,39,Louisiana,M,Yellow,Spring,4.5,0,2-Day Shipping,1,1,4,Credit Card,1,2,High Risk (Bargain Hunter),78,1
1185,63,1,Belt,Accessories,73,South Carolina,S,Indigo,Fall,3.4,0,Express,1,1,19,Credit Card,5,2,Heavy Discounter,438,0
1186,47,1,Jeans,Clothing,64,Maine,M,Magenta,Spring,3.9,0,Standard,1,1,29,Credit Card,3,2,Heavy Discounter,256,0
1187,63,1,Jeans,Clothing,68,Indiana,M,Beige,Summer,4.1,0,2-Day Shipping,1,1,27,Credit Card,5,2,Heavy Discounter,408,2
1188,56,1,Hat,Accessories,89,Iowa,L,Maroon,Fall,3.0,0,Express,1,1,37,Credit Card,4,2,Heavy Discounter,445,0
1189,68,1,Blouse,Clothing,29,Mississippi,M,Magenta,Summer,3.3,0,Next Day Air,1,1,11,Credit Card,1,2,High Risk (Bargain Hunter),58,-1
1190,64,1,Shirt,Clothing,97,Arkansas,XL,Teal,Summer,Unengaged,0,Free Shipping,1,1,28,Debit Card,5,2,Heavy Discounter,582,0
1191,62,1,Shirt,Clothing,45,South Carolina,M,Orange,Winter,4.3,0,Next Day Air,1,1,31,Credit Card,1,2,High Risk (Bargain Hunter),90,4
1192,34,1,T-shirt,Clothing,70,Indiana,L,Charcoal,Winter,4.1,0,Free Shipping,1,1,50,Venmo,4,2,Heavy Discounter,350,2
1193,49,1,Coat,Outerwear,56,Florida,M,Turquoise,Summer,4.0,0,2-Day Shipping,1,1,42,Venmo,4,2,High Risk (Bargain Hunter),280,2
1194,40,1,Jacket,Outerwear,55,Alaska,L,Pink,Fall,5.0,0,2-Day Shipping,1,1,18,Credit Card,2,2,High Risk (Bargain Hunter),165,4
1195,50,1,Hoodie,Clothing,46,New York,S,Teal,Winter,3.1,0,2-Day Shipping,1,1,6,Credit Card,2,2,High Risk (Bargain Hunter),138,-1
1196,25,1,Scarf,Accessories,95,Texas,M,White,Winter,4.0,0,2-Day Shipping,1,1,33,Venmo,3,2,Heavy Discounter,380,2
1197,30,1,Belt,Accessories,88,North Dakota,M,Maroon,Winter,3.2,0,2-Day Shipping,1,1,13,Bank Transfer,2,2,Heavy Discounter,264,-1
1198,54,1,Sneakers,Footwear,92,Vermont,L,Violet,Fall,3.9,0,Standard,1,1,26,PayPal,5,2,Heavy Discounter,552,0
1199,40,1,Socks,Clothing,49,New Jersey,M,Brown,Summer,3.9,0,2-Day Shipping,1,1,17,Cash,5,2,High Risk (Bargain Hunter),294,0
1200,49,1,Sandals,Footwear,89,Maryland,M,Indigo,Fall,4.5,0,Free Shipping,1,1,3,Debit Card,1,2,Heavy Discounter,178,1
1201,27,1,Coat,Outerwear,22,Connecticut,XL,Black,Winter,4.4,0,Store Pickup,1,1,7,PayPal,1,2,High Risk (Bargain Hunter),44,1
1202,27,1,Shoes,Footwear,61,Illinois,XL,Black,Summer,3.1,0,2-Day Shipping,1,1,46,Venmo,2,2,Heavy Discounter,183,2
1203,48,1,Scarf,Accessories,29,Maryland,S,Olive,Spring,2.9,0,Standard,1,1,14,Venmo,4,2,High Risk (Bargain Hunter),145,-3
1204,40,1,Sneakers,Footwear,82,Minnesota,M,Orange,Winter,3.7,0,Free Shipping,1,1,23,Bank Transfer,5,2,Heavy Discounter,492,0
1205,67,1,Belt,Accessories,94,Florida,M,Pink,Spring,3.2,0,2-Day Shipping,1,1,20,Credit Card,4,2,Heavy Discounter,470,0
1206,52,1,Handbag,Accessories,99,California,M,Olive,Spring,3.5,0,Standard,1,1,38,Bank Transfer,2,2,Heavy Discounter,297,2
1207,22,1,Handbag,Accessories,59,Mississippi,S,Cyan,Fall,3.0,0,Free Shipping,1,1,16,Venmo,4,2,High Risk (Bargain Hunter),295,0
1208,62,1,Boots,Footwear,90,Washington,M,White,Summer,4.1,0,Next Day Air,1,1,48,Credit Card,4,2,Heavy Discounter,450,2
1209,20,1,Boots,Footwear,100,Wisconsin,S,Red,Winter,Unengaged,0,2-Day Shipping,1,1,8,Debit Card,5,2,Heavy Discounter,600,-3
1210,41,1,Pants,Clothing,62,Pennsylvania,M,Blue,Winter,3.8,0,Next Day Air,1,1,16,Bank Transfer,3,2,Heavy Discounter,248,0
1211,34,1,Sunglasses,Accessories,78,Missouri,M,Olive,Fall,4.1,0,Next Day Air,1,1,5,Cash,4,2,Heavy Discounter,390,-1
1212,23,1,Hoodie,Clothing,94,Oklahoma,M,Green,Spring,4.6,0,Store Pickup,1,1,14,Venmo,4,2,Heavy Discounter,470,-1
1213,32,1,Shoes,Footwear,74,Pennsylvania,M,Yellow,Summer,2.5,0,Free Shipping,1,1,18,Credit Card,1,2,Heavy Discounter,148,2
1214,68,1,Handbag,Accessories,52,Kentucky,XL,Black,Spring,3.7,0,Express,1,1,14,Debit Card,4,2,High Risk (Bargain Hunter),260,-3
1215,30,1,Jacket,Outerwear,81,Vermont,M,Blue,Fall,3.8,0,Free Shipping,1,1,5,Cash,4,2,Heavy Discounter,405,-3
1216,66,1,Blouse,Clothing,20,Oregon,L,Pink,Winter,2.6,0,2-Day Shipping,1,1,15,Credit Card,4,2,High Risk (Bargain Hunter),100,-3
1217,62,1,Pants,Clothing,32,Utah,XL,Lavender,Summer,3.7,0,Free Shipping,1,1,3,Venmo,4,2,High Risk (Bargain Hunter),160,-3
1218,50,1,Boots,Footwear,63,Nebraska,XL,Cyan,Fall,2.6,0,Free Shipping,1,1,12,Cash,4,2,Heavy Discounter,315,-3
1219,55,1,Boots,Footwear,79,Pennsylvania,M,Cyan,Spring,3.1,0,Store Pickup,1,1,43,Cash,4,2,Heavy Discounter,395,0
1220,19,1,Sweater,Clothing,23,Vermont,M,Gold,Winter,2.5,0,Next Day Air,1,1,35,Credit Card,2,2,High Risk (Bargain Hunter),69,2
1221,67,1,Gloves,Accessories,64,Kentucky,M,Green,Winter,Unengaged,0,Express,1,1,36,Bank Transfer,4,2,Heavy Discounter,320,0
1222,18,1,Socks,Clothing,69,Iowa,M,Red,Winter,4.5,0,Standard,1,1,3,Cash,4,2,Heavy Discounter,345,-1
1223,58,1,Jeans,Clothing,69,Indiana,L,Magenta,Fall,3.4,0,Store Pickup,1,1,27,Bank Transfer,5,2,Heavy Discounter,414,0
1224,69,1,Pants,Clothing,24,Kansas,L,Red,Winter,3.9,0,Free Shipping,1,1,21,Bank Transfer,1,2,High Risk (Bargain Hunter),48,2
1225,62,1,Shorts,Clothing,50,Illinois,M,Yellow,Summer,3.7,0,Store Pickup,1,1,18,Venmo,1,2,High Risk (Bargain Hunter),100,2
1226,28,1,Gloves,Accessories,97,North Carolina,S,Turquoise,Fall,2.6,0,Free Shipping,1,1,16,Debit Card,1,2,Heavy Discounter,194,2
1227,53,1,Sandals,Footwear,91,Ohio,S,Cyan,Fall,3.4,0,Store Pickup,1,1,18,Venmo,2,2,Heavy Discounter,273,2
1228,27,1,Blouse,Clothing,37,Illinois,L,Yellow,Spring,4.9,0,Store Pickup,1,1,19,Bank Transfer,2,2,High Risk (Bargain Hunter),111,4
1229,55,1,Jacket,Outerwear,55,Indiana,S,Yellow,Winter,3.9,0,Express,1,1,1,Cash,5,2,High Risk (Bargain Hunter),330,-3
1230,34,1,Jewelry,Accessories,52,Kansas,XL,Maroon,Winter,3.6,0,Express,1,1,39,Bank Transfer,5,2,High Risk (Bargain Hunter),312,0
1231,25,1,Hat,Accessories,80,Illinois,L,Brown,Spring,Unengaged,0,Standard,1,1,49,Venmo,3,2,Heavy Discounter,320,0
1232,66,1,Socks,Clothing,79,Pennsylvania,M,Gold,Spring,4.0,0,2-Day Shipping,1,1,43,Credit Card,2,2,Heavy Discounter,237,4
1233,57,1,Handbag,Accessories,23,New York,M,Charcoal,Summer,3.6,0,Free Shipping,1,1,31,Debit Card,4,2,High Risk (Bargain Hunter),115,0
1234,46,1,Pants,Clothing,73,Utah,L,Beige,Winter,3.5,0,Next Day Air,1,1,40,Venmo,4,2,Heavy Discounter,365,0
1235,38,1,Gloves,Accessories,99,New Jersey,M,Indigo,Fall,4.1,0,Store Pickup,1,1,2,Bank Transfer,2,2,Heavy Discounter,297,1
1236,23,1,Sweater,Clothing,22,Idaho,M,Red,Spring,3.0,0,Store Pickup,1,1,46,PayPal,4,2,High Risk (Bargain Hunter),110,0
1237,42,1,Hat,Accessories,68,New Mexico,M,White,Summer,4.4,0,Store Pickup,1,1,35,Debit Card,4,2,Heavy Discounter,340,2
1238,25,1,Dress,Clothing,92,Michigan,S,Charcoal,Spring,4.4,0,2-Day Shipping,1,1,42,Credit Card,4,2,Heavy Discounter,460,2
1239,55,1,Pants,Clothing,77,Wyoming,M,Violet,Winter,3.7,0,Express,1,1,3,Venmo,2,2,Heavy Discounter,231,-1
1240,62,1,Coat,Outerwear,37,New Jersey,XL,Magenta,Spring,4.8,0,Standard,1,1,32,Debit Card,4,2,High Risk (Bargain Hunter),185,2
1241,41,1,Scarf,Accessories,79,New Jersey,L,White,Winter,2.9,0,Store Pickup,1,1,48,Debit Card,5,2,Heavy Discounter,474,0
1242,58,1,Hoodie,Clothing,51,Hawaii,XL,Pink,Winter,3.1,0,Express,1,1,34,Credit Card,1,2,High Risk (Bargain Hunter),102,2
1243,56,1,Socks,Clothing,27,Nevada,M,Lavender,Summer,4.0,0,Next Day Air,1,1,15,Bank Transfer,4,2,High Risk (Bargain Hunter),135,-1
1244,25,1,Blouse,Clothing,23,New Hampshire,S,Pink,Spring,3.0,0,Store Pickup,1,1,22,Debit Card,5,2,High Risk (Bargain Hunter),138,0
1245,70,1,Socks,Clothing,76,Indiana,S,Silver,Summer,3.9,0,2-Day Shipping,1,1,2,Cash,3,2,Heavy Discounter,304,-3
1246,42,1,Dress,Clothing,31,New York,M,Violet,Fall,3.4,0,Standard,1,1,30,Bank Transfer,1,2,High Risk (Bargain Hunter),62,2
1247,27,1,Hoodie,Clothing,60,Louisiana,M,Charcoal,Winter,2.7,0,Standard,1,1,27,Cash,3,2,Heavy Discounter,240,0
1248,65,1,T-shirt,Clothing,99,Virginia,M,Charcoal,Spring,Unengaged,0,Express,1,1,18,Venmo,2,2,Heavy Discounter,297,2
1249,62,1,Hat,Accessories,37,Wisconsin,XL,Red,Winter,3.0,0,Free Shipping,1,1,8,Credit Card,5,2,High Risk (Bargain Hunter),222,-3
1250,62,1,Boots,Footwear,50,Oregon,M,Peach,Winter,4.5,0,Express,1,1,48,Venmo,2,2,High Risk (Bargain Hunter),150,4
1251,52,1,Jeans,Clothing,26,New Hampshire,XL,Purple,Winter,4.1,0,Free Shipping,1,1,24,Cash,3,2,High Risk (Bargain Hunter),104,2
1252,56,1,Shorts,Clothing,86,Indiana,XL,Orange,Spring,5.0,0,Next Day Air,1,1,43,Credit Card,3,2,Heavy Discounter,344,2
1253,28,1,Sandals,Footwear,41,Massachusetts,L,Magenta,Fall,4.0,0,Standard,1,1,8,Cash,4,2,High Risk (Bargain Hunter),205,-1
1254,39,1,Sandals,Footwear,23,Montana,XL,Red,Winter,4.9,0,Express,1,1,49,PayPal,5,2,High Risk (Bargain Hunter),138,2
1255,54,1,Sneakers,Footwear,56,California,XL,Black,Spring,3.3,0,2-Day Shipping,1,1,2,Credit Card,2,2,High Risk (Bargain Hunter),168,-1
1256,30,1,Hat,Accessories,68,Indiana,M,Peach,Fall,4.1,0,Standard,1,1,38,Cash,2,2,Heavy Discounter,204,4
1257,45,1,Coat,Outerwear,48,West Virginia,S,Olive,Winter,3.6,0,Express,1,1,4,Cash,2,2,High Risk (Bargain Hunter),144,-1
1258,68,1,Dress,Clothing,67,Minnesota,L,Gold,Spring,3.0,0,Free Shipping,1,1,31,Cash,4,2,Heavy Discounter,335,0
1259,47,1,Boots,Footwear,87,Ohio,XL,Gold,Spring,4.1,0,2-Day Shipping,1,1,34,Debit Card,4,2,Heavy Discounter,435,2
1260,68,1,Skirt,Clothing,64,Minnesota,M,Turquoise,Fall,3.9,0,Standard,1,1,45,Credit Card,3,2,Heavy Discounter,256,0
1261,63,1,Shirt,Clothing,93,Virginia,XL,Green,Spring,4.1,0,Store Pickup,1,1,30,Debit Card,4,2,Heavy Discounter,465,2
1262,20,1,Shirt,Clothing,29,Connecticut,L,Maroon,Summer,2.8,0,Next Day Air,1,1,2,Credit Card,2,2,High Risk (Bargain Hunter),87,-1
1263,29,1,Boots,Footwear,62,Tennessee,L,Brown,Winter,4.8,0,Store Pickup,1,1,44,Venmo,3,2,Heavy Discounter,248,2
1264,41,1,Hoodie,Clothing,70,Delaware,L,Brown,Winter,4.6,0,2-Day Shipping,1,1,1,Credit Card,2,2,Heavy Discounter,210,1
1265,52,1,Sweater,Clothing,92,Vermont,S,Blue,Winter,2.5,0,Next Day Air,1,1,1,Venmo,2,2,Heavy Discounter,276,-1
1266,32,1,Shirt,Clothing,79,Louisiana,M,Lavender,Spring,2.7,0,Next Day Air,1,1,27,Bank Transfer,1,2,Heavy Discounter,158,2
1267,20,1,Blouse,Clothing,31,North Dakota,M,Peach,Fall,4.0,0,Standard,1,1,14,Debit Card,4,2,High Risk (Bargain Hunter),155,-1
1268,47,1,T-shirt,Clothing,83,Oregon,S,Gray,Spring,2.7,0,Standard,1,1,41,Cash,1,2,Heavy Discounter,166,2
1269,23,1,Jacket,Outerwear,88,Idaho,XL,Charcoal,Winter,2.9,0,Next Day Air,1,1,25,Debit Card,2,2,Heavy Discounter,264,2
1270,43,1,Jewelry,Accessories,53,Vermont,M,Lavender,Spring,3.0,0,Standard,1,1,47,PayPal,4,2,High Risk (Bargain Hunter),265,0
1271,67,1,Hoodie,Clothing,98,West Virginia,M,Green,Fall,3.3,0,Standard,1,1,20,Cash,5,2,Heavy Discounter,588,0
1272,70,1,Jewelry,Accessories,57,Kentucky,S,Gray,Spring,4.3,0,Store Pickup,1,1,42,PayPal,5,2,High Risk (Bargain Hunter),342,2
1273,35,1,Sandals,Footwear,80,Wisconsin,M,Orange,Winter,4.4,0,Express,1,1,16,Bank Transfer,3,2,Heavy Discounter,320,2
1274,41,1,Jeans,Clothing,29,Mississippi,L,Silver,Spring,4.1,0,Next Day Air,1,1,32,Credit Card,4,2,High Risk (Bargain Hunter),145,2
1275,54,1,Hat,Accessories,73,Missouri,M,Olive,Spring,3.1,0,2-Day Shipping,1,1,37,PayPal,4,2,Heavy Discounter,365,0
1276,55,1,Sweater,Clothing,32,Arkansas,S,Turquoise,Fall,4.5,0,Standard,1,1,1,PayPal,3,2,High Risk (Bargain Hunter),128,-1
1277,51,1,Boots,Footwear,68,Wyoming,L,Turquoise,Spring,4.8,0,Next Day Air,1,1,37,Bank Transfer,1,2,Heavy Discounter,136,4
1278,19,1,Blouse,Clothing,97,Rhode Island,L,Green,Spring,5.0,0,Express,1,1,5,Venmo,4,2,Heavy Discounter,485,-1
1279,28,1,Shorts,Clothing,98,Utah,M,Violet,Fall,2.8,0,Next Day Air,1,1,31,Venmo,2,2,Heavy Discounter,294,2
1280,63,1,Hoodie,Clothing,56,Maryland,L,Charcoal,Fall,3.7,0,Express,1,1,18,Debit Card,5,2,High Risk (Bargain Hunter),336,0
1281,30,1,Pants,Clothing,78,Georgia,L,White,Winter,4.4,0,2-Day Shipping,1,1,39,Venmo,4,2,Heavy Discounter,390,2
1282,29,1,Belt,Accessories,81,New Jersey,M,Olive,Spring,4.5,0,Store Pickup,1,1,8,Venmo,2,2,Heavy Discounter,243,1
1283,24,1,Shirt,Clothing,68,New Hampshire,L,Violet,Winter,3.0,0,Free Shipping,1,1,20,Venmo,3,2,Heavy Discounter,272,0
1284,69,1,Shirt,Clothing,94,Oregon,M,Violet,Winter,3.9,0,2-Day Shipping,1,1,23,Debit Card,4,2,Heavy Discounter,470,0
1285,65,1,Dress,Clothing,93,Arkansas,M,Black,Spring,3.9,0,Express,1,1,38,PayPal,2,2,Heavy Discounter,279,2
1286,64,1,Gloves,Accessories,99,North Carolina,M,Charcoal,Fall,3.5,0,Next Day Air,1,1,45,Bank Transfer,2,2,Heavy Discounter,297,2
1287,40,1,Gloves,Accessories,49,West Virginia,L,Yellow,Winter,4.9,0,Next Day Air,1,1,44,Debit Card,2,2,High Risk (Bargain Hunter),147,4
1288,24,1,Jeans,Clothing,28,Utah,XL,Blue,Winter,3.4,0,Standard,1,1,20,PayPal,3,2,High Risk (Bargain Hunter),112,0
1289,66,1,Belt,Accessories,93,South Dakota,XL,Charcoal,Winter,4.1,0,Standard,1,1,34,PayPal,2,2,Heavy Discounter,279,4
1290,35,1,Jacket,Outerwear,24,New Hampshire,M,Red,Fall,2.9,0,Next Day Air,1,1,10,PayPal,1,2,High Risk (Bargain Hunter),48,-1
1291,67,1,Skirt,Clothing,35,Maryland,M,Indigo,Spring,3.4,0,Free Shipping,1,1,3,PayPal,5,2,High Risk (Bargain Hunter),210,-3
1292,69,1,Sandals,Footwear,68,South Dakota,S,Beige,Spring,3.2,0,2-Day Shipping,1,1,23,Debit Card,2,2,Heavy Discounter,204,2
1293,26,1,Belt,Accessories,61,Kentucky,M,Maroon,Summer,Unengaged,0,Free Shipping,1,1,42,Bank Transfer,5,2,Heavy Discounter,366,0
1294,23,1,Sweater,Clothing,74,Florida,XL,Yellow,Fall,4.1,0,Standard,1,1,30,Debit Card,5,2,Heavy Discounter,444,2
1295,27,1,Shirt,Clothing,64,Texas,M,Silver,Summer,4.5,0,Standard,1,1,21,Cash,4,2,Heavy Discounter,320,2
1296,30,1,Sneakers,Footwear,60,New Mexico,M,Olive,Fall,2.8,0,Standard,1,1,50,PayPal,1,2,Heavy Discounter,120,2
1297,48,1,Jeans,Clothing,29,South Dakota,S,Teal,Spring,2.8,0,Express,1,1,16,Cash,2,2,High Risk (Bargain Hunter),87,2
1298,44,1,Sandals,Footwear,85,New Jersey,M,Silver,Summer,4.6,0,Standard,1,1,32,Venmo,5,2,Heavy Discounter,510,2
1299,29,1,Pants,Clothing,81,Indiana,S,Indigo,Summer,3.0,0,Free Shipping,1,1,14,Bank Transfer,2,2,Heavy Discounter,243,-1
1300,29,1,Belt,Accessories,23,Louisiana,L,Teal,Fall,3.6,0,2-Day Shipping,1,1,42,Venmo,2,2,High Risk (Bargain Hunter),69,2
1301,67,1,T-shirt,Clothing,100,West Virginia,M,Charcoal,Spring,4.5,0,Next Day Air,1,1,47,Credit Card,4,2,Heavy Discounter,500,2
1302,42,1,Shirt,Clothing,54,Maine,M,Orange,Fall,5.0,0,Express,1,1,21,Debit Card,1,2,High Risk (Bargain Hunter),108,4
1303,23,1,Sneakers,Footwear,25,Idaho,M,Gold,Fall,2.9,0,Next Day Air,1,1,37,Credit Card,3,2,High Risk (Bargain Hunter),100,0
1304,34,1,Blouse,Clothing,32,New York,L,Silver,Summer,3.1,0,Next Day Air,1,1,10,Credit Card,5,2,High Risk (Bargain Hunter),192,-3
1305,64,1,Backpack,Accessories,63,Montana,S,Orange,Spring,4.0,0,2-Day Shipping,1,1,18,PayPal,4,2,Heavy Discounter,315,2
1306,31,1,Pants,Clothing,56,Mississippi,XL,Peach,Spring,4.5,0,Express,1,1,2,PayPal,4,2,High Risk (Bargain Hunter),280,-1
1307,54,1,Sweater,Clothing,33,Alaska,L,Brown,Winter,4.5,0,Next Day Air,1,1,40,PayPal,5,2,High Risk (Bargain Hunter),198,2
1308,23,1,Coat,Outerwear,32,Missouri,L,Black,Summer,3.1,0,Express,1,1,43,PayPal,5,2,High Risk (Bargain Hunter),192,0
1309,59,1,Dress,Clothing,38,Rhode Island,L,Red,Summer,4.4,0,Next Day Air,1,1,14,Credit Card,4,2,High Risk (Bargain Hunter),190,-1
1310,32,1,Blouse,Clothing,21,Hawaii,L,Lavender,Summer,4.7,0,Store Pickup,1,1,41,Cash,4,2,High Risk (Bargain Hunter),105,2
1311,43,1,Hoodie,Clothing,59,South Carolina,L,Brown,Winter,3.1,0,Store Pickup,1,1,38,Credit Card,4,2,High Risk (Bargain Hunter),295,0
1312,32,1,Shoes,Footwear,87,Tennessee,M,Maroon,Fall,4.2,0,Express,1,1,12,Venmo,5,2,Heavy Discounter,522,-1
1313,66,1,T-shirt,Clothing,79,Missouri,M,Violet,Winter,3.0,0,Store Pickup,1,1,19,Bank Transfer,3,2,Heavy Discounter,316,0
1314,70,1,Shoes,Footwear,28,Missouri,M,Lavender,Summer,Unengaged,0,Free Shipping,1,1,23,Credit Card,2,2,High Risk (Bargain Hunter),84,2
1315,42,1,Boots,Footwear,67,Missouri,S,Magenta,Summer,3.4,0,Free Shipping,1,1,49,Debit Card,5,2,Heavy Discounter,402,0
1316,56,1,Shorts,Clothing,75,Mississippi,L,Green,Spring,4.2,0,2-Day Shipping,1,1,29,Debit Card,4,2,Heavy Discounter,375,2
1317,28,1,Belt,Accessories,32,Arkansas,S,Lavender,Spring,4.6,0,Standard,1,1,14,Debit Card,2,2,High Risk (Bargain Hunter),96,1
1318,28,1,Pants,Clothing,43,Kentucky,M,Green,Spring,2.8,0,Free Shipping,1,1,19,Cash,3,2,High Risk (Bargain Hunter),172,0
1319,52,1,Shorts,Clothing,93,Connecticut,M,Maroon,Spring,2.7,0,Express,1,1,19,Credit Card,2,2,Heavy Discounter,279,2
1320,65,1,Sunglasses,Accessories,24,Oklahoma,M,Magenta,Spring,4.0,0,Standard,1,1,48,Bank Transfer,1,2,High Risk (Bargain Hunter),48,4
1321,56,1,Hat,Accessories,31,California,XL,Teal,Fall,3.1,0,Free Shipping,1,1,19,Debit Card,5,2,High Risk (Bargain Hunter),186,0
1322,59,1,T-shirt,Clothing,84,Missouri,L,Orange,Winter,3.7,0,Express,1,1,45,Bank Transfer,4,2,Heavy Discounter,420,0
1323,23,1,Pants,Clothing,74,Washington,M,Violet,Winter,4.0,0,Next Day Air,1,1,17,Bank Transfer,4,2,Heavy Discounter,370,2
1324,58,1,Shorts,Clothing,62,New York,M,Yellow,Spring,4.6,0,Standard,1,1,15,Debit Card,4,2,Heavy Discounter,310,-1
1325,39,1,Jewelry,Accessories,77,Indiana,S,Orange,Summer,3.8,0,Free Shipping,1,1,11,Credit Card,2,2,Heavy Discounter,231,-1
1326,28,1,Backpack,Accessories,73,Oregon,L,Gold,Summer,3.5,0,Express,1,1,1,Cash,3,2,Heavy Discounter,292,-3
1327,40,1,Shoes,Footwear,50,Texas,M,Indigo,Spring,Unengaged,0,Free Shipping,1,1,17,Cash,3,2,High Risk (Bargain Hunter),200,0
1328,52,1,Coat,Outerwear,40,Florida,M,Turquoise,Winter,2.8,0,Standard,1,1,37,Cash,1,2,High Risk (Bargain Hunter),80,2
1329,37,1,Sweater,Clothing,97,Rhode Island,M,Orange,Winter,3.7,0,Standard,1,1,40,Bank Transfer,1,2,Heavy Discounter,194,2
